subject,relation,object,pattern,source_url
Cook Islands national under-17 football team,fromCountry,Cook Islands,wikidata_structured,https://www.wikidata.org
Myanmar national under-17 football team,fromCountry,Myanmar,wikidata_structured,https://www.wikidata.org
American Samoa national association under-17 football team,fromCountry,American Samoa,wikidata_structured,https://www.wikidata.org
Bangladesh national under-17 football team,fromCountry,Bangladesh,wikidata_structured,https://www.wikidata.org
Chile national under-17 football team,fromCountry,Chile,wikidata_structured,https://www.wikidata.org
Comores women's national under-20 football team,fromCountry,Comoros,wikidata_structured,https://www.wikidata.org
Fiji national under-17 football team,fromCountry,Fiji,wikidata_structured,https://www.wikidata.org
Guatemala national under-17 football team,fromCountry,Guatemala,wikidata_structured,https://www.wikidata.org
Honduras national under-17 football team,fromCountry,Honduras,wikidata_structured,https://www.wikidata.org
Ivory Coast national under-17 football team,fromCountry,Ivory Coast,wikidata_structured,https://www.wikidata.org
Ivory Coast Olympic football team,fromCountry,Ivory Coast,wikidata_structured,https://www.wikidata.org
Laos national under-17 football team,fromCountry,Laos,wikidata_structured,https://www.wikidata.org
Liechtenstein national under-17 football team,fromCountry,Liechtenstein,wikidata_structured,https://www.wikidata.org
Nepal national under-17 football team,fromCountry,Nepal,wikidata_structured,https://www.wikidata.org
Palestine national under-17 football team,fromCountry,Palestine,wikidata_structured,https://www.wikidata.org
Panama national under-17 football team,fromCountry,Panama,wikidata_structured,https://www.wikidata.org
Papua New Guinea national under-17 soccer team,fromCountry,Papua New Guinea,wikidata_structured,https://www.wikidata.org
Peru national under-17 football team,fromCountry,Peru,wikidata_structured,https://www.wikidata.org
Saint Lucia national under-17 football team,fromCountry,Saint Lucia,wikidata_structured,https://www.wikidata.org
Samoa national under-17 football team,fromCountry,Samoa,wikidata_structured,https://www.wikidata.org
Solomon Islands national under-17 football team,fromCountry,Solomon Islands,wikidata_structured,https://www.wikidata.org
Tonga national under-17 football team,fromCountry,Tonga,wikidata_structured,https://www.wikidata.org
Trinidad and Tobago national under-17 football team,fromCountry,Trinidad and Tobago,wikidata_structured,https://www.wikidata.org
Zambia national under-17 football team,fromCountry,Zambia,wikidata_structured,https://www.wikidata.org
Gambia national under-17 football team,fromCountry,The Gambia,wikidata_structured,https://www.wikidata.org
Q3590373,fromCountry,Slovenia,wikidata_structured,https://www.wikidata.org
Q3590641,fromCountry,Chile,wikidata_structured,https://www.wikidata.org
Q3590229,fromCountry,Greece,wikidata_structured,https://www.wikidata.org
Q3590641,fromCountry,Peru,wikidata_structured,https://www.wikidata.org
Sweden national under-17 football team,fromCountry,Sweden,wikidata_structured,https://www.wikidata.org
Kosovo national under-21 association football team,fromCountry,Kosovo,wikidata_structured,https://www.wikidata.org
Moldova national under-17 association football team,fromCountry,Moldova,wikidata_structured,https://www.wikidata.org
China men's national blind football team,fromCountry,People's Republic of China,wikidata_structured,https://www.wikidata.org
China national under-17 football team,fromCountry,People's Republic of China,wikidata_structured,https://www.wikidata.org
Cyprus national under-17 association football team,fromCountry,Cyprus,wikidata_structured,https://www.wikidata.org
North Korea national under-23 football team,fromCountry,North Korea,wikidata_structured,https://www.wikidata.org
Scotland national under-19 football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
Latvia national under-19 football team,fromCountry,Latvia,wikidata_structured,https://www.wikidata.org
Switzerland national under-19 association football team,fromCountry,Switzerland,wikidata_structured,https://www.wikidata.org
Armenia national under-19 football team,fromCountry,Armenia,wikidata_structured,https://www.wikidata.org
Russia women's national under-17 football team,fromCountry,Russia,wikidata_structured,https://www.wikidata.org
Russia women's national under-20 football team,fromCountry,Russia,wikidata_structured,https://www.wikidata.org
England national under-16 association football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
Indonesia national under-23 football team,fromCountry,Indonesia,wikidata_structured,https://www.wikidata.org
Kyrgyzstan national under-21 football team,fromCountry,Kyrgyzstan,wikidata_structured,https://www.wikidata.org
Eritrea national under-20 football team,fromCountry,Eritrea,wikidata_structured,https://www.wikidata.org
Soviet Union Olympic football team,fromCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Slovenia national under-19 football team,fromCountry,Slovenia,wikidata_structured,https://www.wikidata.org
Liechtenstein national under-19 football team,fromCountry,Liechtenstein,wikidata_structured,https://www.wikidata.org
Belarus national under-19 football team,fromCountry,Belarus,wikidata_structured,https://www.wikidata.org
Afghanistan national under-20 football team,fromCountry,Afghanistan,wikidata_structured,https://www.wikidata.org
Albania national under-19 football team,fromCountry,Albania,wikidata_structured,https://www.wikidata.org
Albania national under-20 football team,fromCountry,Albania,wikidata_structured,https://www.wikidata.org
Wales national under-17 football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
Wales national under-19 football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
Algeria national youth football team,fromCountry,Algeria,wikidata_structured,https://www.wikidata.org
Timor-Leste national under-16 football team,fromCountry,Timor-Leste,wikidata_structured,https://www.wikidata.org
Venezuela national under-17 football team,fromCountry,Venezuela,wikidata_structured,https://www.wikidata.org
Yemen national under-17 football team,fromCountry,Yemen,wikidata_structured,https://www.wikidata.org
Qatar national under-17 football team,fromCountry,Qatar,wikidata_structured,https://www.wikidata.org
Sudan national under-17 football team,fromCountry,Sudan,wikidata_structured,https://www.wikidata.org
Tajikistan national under-17 football team,fromCountry,Tajikistan,wikidata_structured,https://www.wikidata.org
El Salvador national under-17 football team,fromCountry,El Salvador,wikidata_structured,https://www.wikidata.org
Rwanda national under-17 football team,fromCountry,Rwanda,wikidata_structured,https://www.wikidata.org
Vanuatu national under-17 football team,fromCountry,Vanuatu,wikidata_structured,https://www.wikidata.org
American Samoa national association under-23 football team,fromCountry,American Samoa,wikidata_structured,https://www.wikidata.org
Italy under-21 Serie B representative team,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Georgia national under-19 football team,fromCountry,Georgia,wikidata_structured,https://www.wikidata.org
Japan national under-20 association football team,fromCountry,Japan,wikidata_structured,https://www.wikidata.org
Andorra national under-17 football team,fromCountry,Andorra,wikidata_structured,https://www.wikidata.org
Antigua and Barbuda national under-20 football team,fromCountry,Antigua and Barbuda,wikidata_structured,https://www.wikidata.org
Q3873617,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Q3873996,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Australia women's national under-20 football team,fromCountry,Australia,wikidata_structured,https://www.wikidata.org
Azerbaijan national under-19 football team,fromCountry,Azerbaijan,wikidata_structured,https://www.wikidata.org
Austria national under-17 association football team,fromCountry,Austria,wikidata_structured,https://www.wikidata.org
Q4409700,fromCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Bahrain national under-23 football team,fromCountry,Bahrain,wikidata_structured,https://www.wikidata.org
Bosnia and Herzegovina women's national under-17 association football team,fromCountry,Bosnia and Herzegovina,wikidata_structured,https://www.wikidata.org
Bosnia and Herzegovina women's national under-19 football team,fromCountry,Bosnia and Herzegovina,wikidata_structured,https://www.wikidata.org
Brazil national under-15 football team,fromCountry,Brazil,wikidata_structured,https://www.wikidata.org
New Zealand national under-20 football team,fromCountry,New Zealand,wikidata_structured,https://www.wikidata.org
Nigeria national under-20 football team,fromCountry,Nigeria,wikidata_structured,https://www.wikidata.org
Soviet Union national under-18 football team,fromCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Soviet Union national under-20 football team,fromCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Brunei women's national football team,fromCountry,Brunei,wikidata_structured,https://www.wikidata.org
Bulgaria national under-19 football team,fromCountry,Bulgaria,wikidata_structured,https://www.wikidata.org
Bulgaria Olympic football team,fromCountry,Bulgaria,wikidata_structured,https://www.wikidata.org
Canada national under-20 association football team,fromCountry,Canada,wikidata_structured,https://www.wikidata.org
Canada women's national under-17 association football team,fromCountry,Canada,wikidata_structured,https://www.wikidata.org
Canada women's national under-20 soccer team,fromCountry,Canada,wikidata_structured,https://www.wikidata.org
Cambodia national under-23 football team,fromCountry,Cambodia,wikidata_structured,https://www.wikidata.org
Estonia national youth football team,fromCountry,Estonia,wikidata_structured,https://www.wikidata.org
Inter Milan and the Italian national football team,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Congo national under-20 football team,fromCountry,Republic of the Congo,wikidata_structured,https://www.wikidata.org
Cyprus national under-19 football team,fromCountry,Cyprus,wikidata_structured,https://www.wikidata.org
Côte d'Ivoire national under-20 football team,fromCountry,Ivory Coast,wikidata_structured,https://www.wikidata.org
Czechoslovakia Olympic football team,fromCountry,Czechoslovakia,wikidata_structured,https://www.wikidata.org
DR Congo national under-20 football team,fromCountry,Democratic Republic of the Congo,wikidata_structured,https://www.wikidata.org
Dominican Republic national under-20 association football team,fromCountry,Dominican Republic,wikidata_structured,https://www.wikidata.org
China national under-20 football team,fromCountry,People's Republic of China,wikidata_structured,https://www.wikidata.org
England women's national under-23 association football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
El Salvador national under-20 football team,fromCountry,El Salvador,wikidata_structured,https://www.wikidata.org
El Salvador national under-21 football team,fromCountry,El Salvador,wikidata_structured,https://www.wikidata.org
El Salvador national under-23 football team,fromCountry,El Salvador,wikidata_structured,https://www.wikidata.org
Estonia national under-23 football team,fromCountry,Estonia,wikidata_structured,https://www.wikidata.org
Juventus F.C. and the Italian national football team,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Denmark national under-19 football team,fromCountry,Denmark,wikidata_structured,https://www.wikidata.org
Denmark national under-20 association football team,fromCountry,Denmark,wikidata_structured,https://www.wikidata.org
Czech Republic national under-20 football team,fromCountry,Czech Republic,wikidata_structured,https://www.wikidata.org
Switzerland national under-20 association football team,fromCountry,Switzerland,wikidata_structured,https://www.wikidata.org
Australia national under-20 association football team,fromCountry,Australia,wikidata_structured,https://www.wikidata.org
Italy national under-16 football team,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Italy national under-18 football team,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Italy national under-20 football team,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Canada Olympic soccer team,fromCountry,Canada,wikidata_structured,https://www.wikidata.org
Austria women's national under-19 football team,fromCountry,Austria,wikidata_structured,https://www.wikidata.org
Poland national under-16 football team,fromCountry,Poland,wikidata_structured,https://www.wikidata.org
Poland national under-18 football team,fromCountry,Poland,wikidata_structured,https://www.wikidata.org
Poland national under-20 football team,fromCountry,Poland,wikidata_structured,https://www.wikidata.org
Russia national under-20 football team,fromCountry,Russia,wikidata_structured,https://www.wikidata.org
Portugal national under-19 football team,fromCountry,Portugal,wikidata_structured,https://www.wikidata.org
Saudi Arabia national under-20 football team,fromCountry,Saudi Arabia,wikidata_structured,https://www.wikidata.org
Qatar national under-20 football team,fromCountry,Qatar,wikidata_structured,https://www.wikidata.org
United Arab Emirates national under-20 football team,fromCountry,United Arab Emirates,wikidata_structured,https://www.wikidata.org
Syria national under-23 football team,fromCountry,Syria,wikidata_structured,https://www.wikidata.org
Chile Olympic football team,fromCountry,Chile,wikidata_structured,https://www.wikidata.org
Italy national under-17 football team,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Georgia national under-17 football team,fromCountry,Georgia,wikidata_structured,https://www.wikidata.org
Poland national under-21 football team,fromCountry,Poland,wikidata_structured,https://www.wikidata.org
Spain national under-20 football team,fromCountry,Spain,wikidata_structured,https://www.wikidata.org
England national under-19 association football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
Japan national under-17 football team,fromCountry,Japan,wikidata_structured,https://www.wikidata.org
Costa Rica national under-17 football team,fromCountry,Costa Rica,wikidata_structured,https://www.wikidata.org
Scotland national under-21 football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
Netherlands national under-21 football team,fromCountry,Netherlands,wikidata_structured,https://www.wikidata.org
San Marino national under-21 football team,fromCountry,San Marino,wikidata_structured,https://www.wikidata.org
Uganda women's national football team,fromCountry,Uganda,wikidata_structured,https://www.wikidata.org
Zambia women's national association football team,fromCountry,Zambia,wikidata_structured,https://www.wikidata.org
East Germany women's national football team,fromCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Ukraine national under-19 football team,fromCountry,Ukraine,wikidata_structured,https://www.wikidata.org
Uruguay Olympic football team,fromCountry,Uruguay,wikidata_structured,https://www.wikidata.org
Tanzania national under-17 football team,fromCountry,Tanzania,wikidata_structured,https://www.wikidata.org
Niger national under-17 football team,fromCountry,Niger,wikidata_structured,https://www.wikidata.org
Senegal national under-23 football team,fromCountry,Senegal,wikidata_structured,https://www.wikidata.org
Honduras national under-23 football team,fromCountry,Honduras,wikidata_structured,https://www.wikidata.org
Uruguay national under-20 football team,fromCountry,Uruguay,wikidata_structured,https://www.wikidata.org
Chile national under-20 football team,fromCountry,Chile,wikidata_structured,https://www.wikidata.org
Argentina national under-23 football team,fromCountry,Argentina,wikidata_structured,https://www.wikidata.org
Russia national under-19 football team,fromCountry,Russia,wikidata_structured,https://www.wikidata.org
Uzbekistan national under-23 football team,fromCountry,Uzbekistan,wikidata_structured,https://www.wikidata.org
Bolivia national under-20 football team,fromCountry,Bolivia,wikidata_structured,https://www.wikidata.org
Iran national under-23 football team,fromCountry,Iran,wikidata_structured,https://www.wikidata.org
Peru national under-20 football team,fromCountry,Peru,wikidata_structured,https://www.wikidata.org
Malaysia national under-23 football team,fromCountry,Malaysia,wikidata_structured,https://www.wikidata.org
Mexico national under-23 football team,fromCountry,Mexico,wikidata_structured,https://www.wikidata.org
Iceland national under-21 football team,fromCountry,Iceland,wikidata_structured,https://www.wikidata.org
Paraguay national under-20 football team,fromCountry,Paraguay,wikidata_structured,https://www.wikidata.org
Ecuador national under-20 football team,fromCountry,Ecuador,wikidata_structured,https://www.wikidata.org
Uzbekistan national under-17 football team,fromCountry,Uzbekistan,wikidata_structured,https://www.wikidata.org
Uzbekistan national under-20 football team,fromCountry,Uzbekistan,wikidata_structured,https://www.wikidata.org
Slovakia national under-21 football team,fromCountry,Slovakia,wikidata_structured,https://www.wikidata.org
Faroe Islands national under-17 football team,fromCountry,Denmark,wikidata_structured,https://www.wikidata.org
Egypt national under-23 football team,fromCountry,Egypt,wikidata_structured,https://www.wikidata.org
Venezuela national under-20 association football team,fromCountry,Venezuela,wikidata_structured,https://www.wikidata.org
Northern Ireland national under-21 association football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
Lithuania national under-21 football team,fromCountry,Lithuania,wikidata_structured,https://www.wikidata.org
Latvia national under-21 football team,fromCountry,Latvia,wikidata_structured,https://www.wikidata.org
Spain national under-23 football team,fromCountry,Spain,wikidata_structured,https://www.wikidata.org
Spain men's national blind football team,fromCountry,Spain,wikidata_structured,https://www.wikidata.org
Spain national under-18 football team,fromCountry,Spain,wikidata_structured,https://www.wikidata.org
Spain women's national under-17 association football team,fromCountry,Spain,wikidata_structured,https://www.wikidata.org
England women's national under-17 association football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
Australia national under-17 association football team,fromCountry,Australia,wikidata_structured,https://www.wikidata.org
Iceland national under-17 football team,fromCountry,Iceland,wikidata_structured,https://www.wikidata.org
Israel national under-17 football team,fromCountry,Israel,wikidata_structured,https://www.wikidata.org
South Africa national under-17 football team,fromCountry,South Africa,wikidata_structured,https://www.wikidata.org
Argentina men's national blind football team,fromCountry,Argentina,wikidata_structured,https://www.wikidata.org
Azerbaijan national under-17 football team,fromCountry,Azerbaijan,wikidata_structured,https://www.wikidata.org
Iran men's national blind football team,fromCountry,Iran,wikidata_structured,https://www.wikidata.org
Iran national under-17 football team,fromCountry,Iran,wikidata_structured,https://www.wikidata.org
Angola national under-17 football team,fromCountry,Angola,wikidata_structured,https://www.wikidata.org
India national under-17 football team,fromCountry,India,wikidata_structured,https://www.wikidata.org
Iraq national under-17 football team,fromCountry,Iraq,wikidata_structured,https://www.wikidata.org
Saudi Arabia national under-17 football team,fromCountry,Saudi Arabia,wikidata_structured,https://www.wikidata.org
Albania national under-17 association football team,fromCountry,Albania,wikidata_structured,https://www.wikidata.org
Armenia national under-17 football team,fromCountry,Armenia,wikidata_structured,https://www.wikidata.org
Algeria national under-20 football team,fromCountry,Algeria,wikidata_structured,https://www.wikidata.org
Algeria national under-23 football team,fromCountry,Algeria,wikidata_structured,https://www.wikidata.org
East Germany national under-20 football team,fromCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Haiti national under-17 football team,fromCountry,Haiti,wikidata_structured,https://www.wikidata.org
Slovenia national under-21 football team,fromCountry,Slovenia,wikidata_structured,https://www.wikidata.org
Georgia national under-21 football team,fromCountry,Georgia,wikidata_structured,https://www.wikidata.org
Kazakhstan national under-21 football team,fromCountry,Kazakhstan,wikidata_structured,https://www.wikidata.org
North Macedonia national under-21 football team,fromCountry,North Macedonia,wikidata_structured,https://www.wikidata.org
Poland national under-19 football team,fromCountry,Poland,wikidata_structured,https://www.wikidata.org
Finland national under-17 football team,fromCountry,Finland,wikidata_structured,https://www.wikidata.org
Netherlands women's national under-19 association football team,fromCountry,Netherlands,wikidata_structured,https://www.wikidata.org
Nigeria national under-23 football team,fromCountry,Nigeria,wikidata_structured,https://www.wikidata.org
Belarus national under-21 football team,fromCountry,Belarus,wikidata_structured,https://www.wikidata.org
Spain national under-19 football team,fromCountry,Spain,wikidata_structured,https://www.wikidata.org
Liechtenstein national under-21 football team,fromCountry,Liechtenstein,wikidata_structured,https://www.wikidata.org
Sweden national under-19 football team,fromCountry,Sweden,wikidata_structured,https://www.wikidata.org
Moldova national under-21 association football team,fromCountry,Moldova,wikidata_structured,https://www.wikidata.org
Australia national under-23 soccer team,fromCountry,Australia,wikidata_structured,https://www.wikidata.org
Poland national under-17 football team,fromCountry,Poland,wikidata_structured,https://www.wikidata.org
Greece national under-17 football team,fromCountry,Greece,wikidata_structured,https://www.wikidata.org
Greece national under-19 football team,fromCountry,Greece,wikidata_structured,https://www.wikidata.org
Israel national under-19 association football team,fromCountry,Israel,wikidata_structured,https://www.wikidata.org
England national under-17 association football team,fromCountry,United Kingdom,wikidata_structured,https://www.wikidata.org
United Arab Emirates national under-23 football team,fromCountry,United Arab Emirates,wikidata_structured,https://www.wikidata.org
Oman national under-23 football team,fromCountry,Oman,wikidata_structured,https://www.wikidata.org
Saudi Arabia national under-23 football team,fromCountry,Saudi Arabia,wikidata_structured,https://www.wikidata.org
Cook Islands women's national football team,fromCountry,Cook Islands,wikidata_structured,https://www.wikidata.org
Ukraine national under-17 association football team,fromCountry,Ukraine,wikidata_structured,https://www.wikidata.org
Gabon national under-23 association football team,fromCountry,Gabon,wikidata_structured,https://www.wikidata.org
Romania national under-21 football team,fromCountry,Romania,wikidata_structured,https://www.wikidata.org
Sweden national under-21 football team,fromCountry,Sweden,wikidata_structured,https://www.wikidata.org
Sweden women's national under-21 football team,fromCountry,Sweden,wikidata_structured,https://www.wikidata.org
Afghanistan national under-17 football team,fromCountry,Afghanistan,wikidata_structured,https://www.wikidata.org
Italy national under-19 football team,fromCountry,Italy,wikidata_structured,https://www.wikidata.org
Serbia national under-21 football team,fromCountry,Serbia,wikidata_structured,https://www.wikidata.org
Israel national under-21 football team,fromCountry,Israel,wikidata_structured,https://www.wikidata.org
Brazil national under-20 football team,fromCountry,Brazil,wikidata_structured,https://www.wikidata.org
Russia national under-21 football team,fromCountry,Russia,wikidata_structured,https://www.wikidata.org
United States men's national under-18 soccer team,fromCountry,United States,wikidata_structured,https://www.wikidata.org
United States men's Paralympic soccer team,fromCountry,United States,wikidata_structured,https://www.wikidata.org
United States women's national under-17 soccer team,fromCountry,United States,wikidata_structured,https://www.wikidata.org
United States women's national under-23 soccer team,fromCountry,United States,wikidata_structured,https://www.wikidata.org
United States Virgin Islands national under-20 soccer team,fromCountry,United States Virgin Islands,wikidata_structured,https://www.wikidata.org
Uruguay women's national under-17 football team,fromCountry,Uruguay,wikidata_structured,https://www.wikidata.org
Lithuania national under-17 football team,fromCountry,Lithuania,wikidata_structured,https://www.wikidata.org
Lithuania national under-19 football team,fromCountry,Lithuania,wikidata_structured,https://www.wikidata.org
Vanuatu national under-20 football team,fromCountry,Vanuatu,wikidata_structured,https://www.wikidata.org
Malta national under-17 football team,fromCountry,Malta,wikidata_structured,https://www.wikidata.org
North Macedonia national under-17 football team,fromCountry,North Macedonia,wikidata_structured,https://www.wikidata.org
LEN Super Cup,organizedBy,European Aquatics,wikidata_structured,https://www.wikidata.org
LEN European Aquatics Championships,organizedBy,European Aquatics,wikidata_structured,https://www.wikidata.org
37th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
League A playoff,organizedBy,Swiss Tchoukball,wikidata_structured,https://www.wikidata.org
League B playoff,organizedBy,Swiss Tchoukball,wikidata_structured,https://www.wikidata.org
24th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
2021 Belarusian Premier League relegation play-offs,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
4th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
5th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
6th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
2025 Belarusian Premier League relegation play-offs,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
2025 Belarusian First League relegation play-offs,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
2nd Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
Russian Premier League Relegation play-offs,organizedBy,Russian Professional Football League,wikidata_structured,https://www.wikidata.org
43rd Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
11th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
Russian Premier League Relegation play-offs,organizedBy,Russian Football Premier League,wikidata_structured,https://www.wikidata.org
West African Club Championship,organizedBy,West African Football Union,wikidata_structured,https://www.wikidata.org
18th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
1968 Southern Conference men's basketball tournament,organizedBy,Southern Conference,wikidata_structured,https://www.wikidata.org
Fanatics Flag Football Classic,organizedBy,"Fanatics, Inc.",wikidata_structured,https://www.wikidata.org
Vanier Cup,organizedBy,U Sports football,wikidata_structured,https://www.wikidata.org
10th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
Costa Rican women's football championship,organizedBy,Costa Rican Football Federation,wikidata_structured,https://www.wikidata.org
44th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
25th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
26th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
27th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
13th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
D.LEAGUE,organizedBy,D.LEAGUE,wikidata_structured,https://www.wikidata.org
14th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
33rd Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
35th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
36th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
UEFA Intertoto Cup,organizedBy,Union of European Football Associations,wikidata_structured,https://www.wikidata.org
15th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
PTT Bangkok Open,organizedBy,Women's Tennis Association,wikidata_structured,https://www.wikidata.org
17th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
South American Under-17 Women's Championship,organizedBy,CONMEBOL,wikidata_structured,https://www.wikidata.org
19th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
46th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
45th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
2022 May Grand Sumo Tournament,organizedBy,Japan Sumo Association,wikidata_structured,https://www.wikidata.org
34th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
AMA Motocross Championship,organizedBy,American Motorcyclist Association,wikidata_structured,https://www.wikidata.org
Super Bowl,organizedBy,National Football League,wikidata_structured,https://www.wikidata.org
College Football Playoff,organizedBy,National Collegiate Athletic Association,wikidata_structured,https://www.wikidata.org
2023 Belarusian Premier League relegation play-offs,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
DFB-Pokal,organizedBy,German Football Association,wikidata_structured,https://www.wikidata.org
NCAA Men's Ice Hockey Championship,organizedBy,National Collegiate Athletic Association,wikidata_structured,https://www.wikidata.org
40th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
Killer Kowalski Cup Tournament,organizedBy,Top Rope Promotions,wikidata_structured,https://www.wikidata.org
Kagame Interclub Cup,organizedBy,Confederation of African Football,wikidata_structured,https://www.wikidata.org
UNIFFAC Clubs Cup,organizedBy,Central African Football Federations' Union,wikidata_structured,https://www.wikidata.org
42nd Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
20th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
2020 Belarusian First League relegation play-offs,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
Q1824533,organizedBy,Swiss Unihockey,wikidata_structured,https://www.wikidata.org
Q2373023,organizedBy,Swiss Unihockey,wikidata_structured,https://www.wikidata.org
Ascenso MX,organizedBy,Mexican Football Federation,wikidata_structured,https://www.wikidata.org
DFB-Pokal der Junioren,organizedBy,German Football Association,wikidata_structured,https://www.wikidata.org
2020 Belarusian Premier League relegation play-offs,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
1st Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
16th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
Asian Women's Handball Championship,organizedBy,Asian Handball Federation,wikidata_structured,https://www.wikidata.org
38th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
47th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
North African Cup of Champions,organizedBy,Union of North African Football Federations,wikidata_structured,https://www.wikidata.org
21st Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
22nd Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
23rd Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
28th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
29th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
31st Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
32nd Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
41st Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
30th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
2022 Belarusian Premier League relegation play-offs,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
3rd Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
Mobcast Cup International Women's Club Championship,organizedBy,Japan Football Association,wikidata_structured,https://www.wikidata.org
European Mixed Curling Championship,organizedBy,European Curling Federation,wikidata_structured,https://www.wikidata.org
Polynesia Cup,organizedBy,Oceania Football Confederation,wikidata_structured,https://www.wikidata.org
Grey Cup,organizedBy,Canadian Football League,wikidata_structured,https://www.wikidata.org
Frauen DFB Pokal,organizedBy,German Football Association,wikidata_structured,https://www.wikidata.org
9th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
